Title,Condition,Buy Price,Author,Publisher,ISBN
"God Bless You, Mr. Rosewater, or Pearls before Swine",New,15.12,Kurt Vonnegut Jr.,Dial Press,B007CGXFIY
Rabbit Hill,Good,5.49,Robert Lawson,Puffin Books,0142407968
Island,Acceptable,6.49,Aldous Huxley,Harper Perennial Modern Classics,0061561797
Walden and Other Writings,Good,4.99,Henry David Thoreau,Modern Library,0679783342
Lassie Come Home,Good,4.99,Eric Knight,Square Fish,0312371314
Finnegans Wake,New,7.99,James Joyce,Wordsworth Editions,1840226617
Jailbird,New,15.12,Kurt Vonnegut Jr.,Random House Publishing Group,0385333900
Eloise,Good,7.09,Kay Thompson,Simon & Schuster Books for Young Readers,1481457063
Demian: Die Geschichte einer Jugend,Good,7.69,Hermann Hesse,Martino Fine Books,1614270260
Foundation and Earth,Good,4.39,Isaac Asimov,Spectra Books,0553587579
Le città invisibili,Good,7.39,Italo Calvino,Mariner Books Classics,0156453800
Captains Courageous,Acceptable,5.19,Rudyard Kipling,12th Media Services,1680921975
Poirot Investigates,Good,8.89,Agatha Christie,Warbler Classics,1736062883
Mrs. Mike,Good,4.89,Nancy Freedman,Berkley Books,0425183238
A Christmas Carol and Other Christmas Writings,Good,5.99,Charles Dickens,Penguin Classics,0140439056
The Caves of Steel,Good,6.19,Isaac Asimov,Spectra,0553293400
The Sword in the Stone,Good,7.09,T.H. White,Viking Books for Young Readers,0399225021
Alla vi barn i Bullerbyn,Good,11.89,Astrid Lindgren,Puffin Books,014032609X
The Glass Bead Game: Magister Ludi,Good,9.39,Hermann Hesse,Holt Paperbacks,0312278497
Bambi,Good,4.19,Felix Salten,Golden/Disney,0736423087
Sonnenfinsternis,Very Good,13.19,Arthur Koestler,Scribner Book Company,1501161318
The Adventures of Sherlock Holmes,Good,4.99,Arthur Conan Doyle,Dover Publications,0486474917
Kim,Acceptable,5.99,Rudyard Kipling,Penguin Classics,0141442379
Ethan Frome,Good,4.89,Edith Wharton,Penguin Classics,0142437808
The Owl and the Pussycat,Good,5.69,Edward Lear,Candlewick Press (MA),0763690805
Hard Times: For These Times,Good,5.39,Charles Dickens,Penguin Classics,014143967X
The Executioner's Song,Good,8.59,Norman Mailer,Grand Central Publishing,044658438X
The Moon Is Down,Good,6.69,John Steinbeck,Penguin Classics,0140187464
Great Expectations and A Tale Of Two Cities: By Charles Dickens - Illustrated,Good,5.29,Charles Dickens,Penguin Group,0142196584
The Snows of Kilimanjaro and Other Stories,Good,4.59,Ernest Hemingway,Scribner Book Company,0684804441
The Bridge of San Luis Rey,Acceptable,6.59,Thornton Wilder,Dover Publications,0486850358
The Castle of Llyr,Good,4.39,Lloyd Alexander,Square Fish,0805080503
The Complete Short Stories of Mark Twain,Good,11.59,Mark Twain,Everyman's Library,0307959376
The Tale of Genji (2 Volumes),Good,15.69,Murasaki Shikibu,Penguin Classics,014243714X
Jamaica Inn,Very Good,15.29,Daphne du Maurier,Back Bay Books,0316575224
Il Decamerone,Good,6.89,Giovanni Boccaccio,Penguin Classics,0140449302
Under the Volcano,Good,9.99,Malcolm Lowry,Harper Perennial,0061120154
Sophie's Choice,Good,5.09,William Styron,Vintage,0679736379
Sometimes a Great Notion,Very Good,12.49,Ken Kesey,Penguin Classics,0143039865
Le avventure di Pinocchio: Storia di un burattino,Good,15.79,Carlo Collodi,Harper,0062905279
The Complete Dashiell Hammett,Very Good,14.49,Dashiell Hammett,Library of America,1883011671
The Call of Cthulhu and Other Weird Stories,Good,5.99,H.P. Lovecraft,Penguin Group,0141182342
The Complete Novels of Jane Austen,New,53.7,Jane Austen,Canterbury Classics,1645170004
Anne of Ingleside,Very Good,4.89,L.M. Montgomery,Starfire,0553213156
Lost Horizon,Good,5.49,James Hilton,Harper Perennial,0062113720
The Golden Notebook,New,17.73,Doris Lessing,Harper Perennial,0061582484
Ruth,New,11.31,Elizabeth Gaskell,Penguin Classics,0140434305
The Happy Man and His Dump Truck,Very Good,5.09,Miryam,Golden Books,0375832076
Das Schloß,Good,8.79,Franz Kafka,Schocken Books Inc,0805211063
The October Country,Good,6.99,Ray Bradbury,Del Rey Books,034532448X
Eight Cousins,Acceptable,6.69,Louisa May Alcott,Puffin Books,0140374566
"Jo's Boys, and How They Turned Out: A Sequel to ""Little Men""",Good,4.29,Louisa May Alcott,Aladdin Paperbacks,1534462260
Danny The Champion of the World,Very Good,4.89,Roald Dahl,Viking Books for Young Readers,0142410330
Taran Wanderer,Good,4.59,Lloyd Alexander,Square Fish,0805080511
The Magus,Acceptable,5.79,John Fowles,Dell,0440351626
The Missing Piece Meets the Big O,Good,5.89,Shel Silverstein,Harper & Row,0060256575
Our Mutual Friend,Good,5.19,Charles Dickens,Penguin Classics,0140434976
The Rules of Attraction,Good,5.89,Bret Easton Ellis,Vintage,067978148X
Hocus Pocus,Acceptable,4.39,Kurt Vonnegut Jr.,Berkley,0425130215
"Sam, Bangs & Moonshine",Good,4.19,Evaline Ness,Square Fish,0805003150
Rilla of Ingleside,Acceptable,6.19,L.M. Montgomery,Aladdin Paperbacks,1442490209
How Green Was My Valley,Very Good,18.19,Richard Llewellyn,RosettaBooks,0795300247
The Mill on the Floss,Good,5.79,George Eliot,Penguin Classics,0141439629
"Winesburg, Ohio: A Group of Tales of Ohio Small-Town Life",Good,4.49,Sherwood Anderson,Penguin Classics,0140186557
The Optimist's Daughter,Good,4.89,Eudora Welty,Vintage,067972883X
Our Man in Havana,Good,7.39,Graham Greene,Penguin Group,0142438006
Rainbow Valley,Good,12.69,L.M. Montgomery,Tundra Books (NY),1770497420
Emma / Persuasion / Pride and Prejudice / Sense and Sensibility,Good,5.89,Jane Austen,Fall River Press,1435166582
Sweet Thursday,New,14.75,John Steinbeck,Penguin Classics,B0072VMVPW
The Shepherd of the Hills,Good,7.39,Harold Bell Wright,Kessinger Publishing,1163205877
Little Fur Family,Good,4.69,Margaret Wise Brown,HarperFestival,0060759607
The Sea Wolf,Good,4.39,Jack London,Dover Publications,0486411087
Little Dorrit,Good,8.69,Charles Dickens,Penguin Classics,0141439963
"Евгеній Онѣгинъ, романъ въ стихахъ",Acceptable,6.49,Alexander Pushkin,Oxford University Press,0199538646
"The Sea, The Sea",Acceptable,9.39,Iris Murdoch,Penguin Classics,014118616X
Раковый корпус,Very Good,13.79,Aleksandr Solzhenitsyn,"Farrar, Straus and Giroux",0374534713
White Fang,Very Good,4.89,Jack London,Puffin Books,0141321113
Jane Eyre / Wuthering Heights,Good,9.79,Charlotte Brontë,Random House,B0007HWKAO
Little Fur Family,Good,4.69,Margaret Wise Brown,HarperFestival,0060759607
The White Stag,Good,6.49,Kate Seredy,Puffin Books,0140312587
The Posthumous Papers of the Pickwick Club,Good,4.19,Charles Dickens,Wordsworth Editions,1853260525
Earth Abides,Good,10.69,George R. Stewart,Harper Voyager,0358380219
Sämtliche Erzählungen,Good,10.39,Franz Kafka,Knopf Doubleday Publishing Group,0805210555
The Long Dark Tea-Time of the Soul,Good,7.09,Douglas Adams,Gallery Books,1476783004
An American Tragedy,Very Good,23.69,Theodore Dreiser,Lector House,9388370899
A Hatful of Seuss: Five Favorite Dr. Seuss Stories,Good,6.59,Dr. Seuss,Random House Books for Young Readers,0679883886
Uncle Wiggily's Story Book,Good,4.69,Howard Roger Garis,Platt & Munk,0448400901
Sea Star: Orphan of Chincoteague,Good,4.49,Marguerite Henry,Aladdin Paperbacks,1416927840
The Sheltering Sky,Good,7.49,Paul Bowles,Ecco Press,0062351486
The Adventures of Augie March,Good,6.69,Saul Bellow,Penguin Classics,0143039571
V.,Good,8.29,Thomas Pynchon,Harper Perennial,0060930217
Tarzan of the Apes,Good,5.99,Edgar Rice Burroughs,Penguin Publishing Group,0451531027
Smoky The Cowhorse,Good,4.99,Will James,Aladdin Paperbacks,1416949410
The Robots of Dawn,Good,5.49,Isaac Asimov,Spectra Books,0553299492
Islands in the Stream,Good,5.59,Ernest Hemingway,Scribner Book Company,0684837870
The Black Arrow: A Tale of the Two Roses,Very Good,10.59,Robert Louis Stevenson,Mint Editions,1513266349
Rebecca of Sunnybrook Farm,Acceptable,5.99,Kate Douglas Wiggin,Fingerprint! Publishing,9389432677
Chitty Chitty Bang Bang,Good,5.79,Ian Fleming,Candlewick Press (MA),0763666661
Lives of Girls & Women,Good,4.89,Alice Munro,Knopf Doubleday Publishing Group,0375707492
"Hans Brinker; or, the Silver Skates: A Story of Life in Holland",Good,7.99,Mary Mapes Dodge,Digireads.com,1420967436
Three Beloved Classics by E.B. White: Charlotte's Web/The Trumpet of the Swan/Stuart Little,New,23.59,E.B. White,HarperCollins,0064409643
A Wonder-Book for Girls and Boys,Good,7.49,Nathaniel Hawthorne,Barnes & Noble,1435158148
Butcher's Crossing,New,14.31,John Williams,New York Review of Books,1590171985
The Illustrated Lark Rise to Candleford,Acceptable,7.19,Flora Thompson,Oxford University Press,0198796692
Lieutenant Hornblower,Good,4.89,C.S. Forester,Back Bay Books,0316290637
午後の曳航 [Gogo no eikō],Good,8.39,Yukio Mishima,Vintage,0679750150
Jude the Obscure,Good,4.69,Thomas Hardy,Penguin Group,0140435387
Little Pear - The Story of a Chinese Boy,New,7.8,Eleanor Frances Lattimore,Clarion Books,B00BQC8I82
The Shy Little Kitten,Very Good,4.69,Cathleen Schurr,Golden Books,0307001458
Through the Looking-Glass and What Alice Found There,Good,5.59,Lewis Carroll,Createspace Independent Publishing Platform,1533557128
Little House 5 Book Box Set,New,42.55,Laura Ingalls Wilder,HarperCollins,0060754281
Bonjour tristesse,Very Good,11.69,Françoise Sagan,Ecco Press,0061440795
Mama's Bank Account,Very Good,9.99,Kathryn Forbes,Mariner Books,0156563770
Tropic of Capricorn,Good,5.69,Henry Miller,Grove Press,0802151825
Hornblower and the Crisis,Good,4.59,C.S. Forester,Back Bay Books,0316289442
Good Wives,Very Good,17.69,Louisa May Alcott,Chiltern Publishing,1914602005
"Other voices, other rooms",Good,5.89,Truman Capote,Vintage,0679745645
Peyton Place,Acceptable,6.89,Grace Metalious,Northeastern University Press,1555534007
Rip Van Winkle and The Legend of Sleepy Hollow,Good,5.79,Washington Irving,WLC,080950250X
Cyrano de Bergerac,Good,4.19,Edmond Rostand,Signet Book,0451531981
The Tale of Benjamin Bunny,Good,4.59,Beatrix Potter,Warne Frederick & Company,0723247730
Dr. No,Acceptable,10.09,Ian Fleming,William Morrow & Company,0063298724
The Short Novels of John Steinbeck,New,24.09,John Steinbeck,Penguin Classics,0143105779
Herzog,Good,5.09,Saul Bellow,Penguin Classics,0142437298
The Short Stories of Ernest Hemingway,Good,8.49,Ernest Hemingway,Scribner Book Company,0684837862
Rose in Bloom,Good,6.59,Louisa May Alcott,Aladdin Paperbacks,1665926287
You Can't Go Home Again,Good,8.89,Thomas Wolfe,Scribner Book Company,1451650493
"The Deerslayer, or The First War-Path",Good,4.99,James Fenimore Cooper,Penguin Publishing Group,0140390618
The Virtue of Selfishness: A New Concept of Egoism,Good,4.59,Ayn Rand,Signet Book,0451163931
Roller Skates,Good,5.09,Ruth Sawyer,Penguin Young Readers Group,0140303588
The World of Christopher Robin: The Complete When We Were Very Young and Now We Are Six (Pooh Original Edition),Good,4.29,A.A. Milne,Dutton Children's Books,0525444483
Abraham Lincoln,Acceptable,31.19,Edgar Parin d'Aulaire,Beautiful Feet Books,1893103234
Everything That Rises Must Converge,Good,6.29,Flannery O'Connor,"Farrar, Straus and Giroux",0374504644
The Egg Tree,Good,6.99,Katherine Milhous,Aladdin Paperbacks,0689715684
Nicholas Nickleby,Good,5.89,Charles Dickens,Penguin Classics,0140435123
Main Street,Good,4.99,Sinclair Lewis,Signet Book,0451530985
Great Expectations / Hard Times / A Christmas Carol / A Tale of Two Cities,Good,6.39,Charles Dickens,Gramercy,0517214016
Cranford,Very Good,9.19,Elizabeth Gaskell,Empire Books,1619492075
The Heart of the Matter,Good,6.69,Graham Greene,Penguin Classics,0142437999
Rayuela,Acceptable,6.99,Julio Cortázar,Pantheon Books,0394752848
Oliver Twist; A Tale of Two Cities; Great Expectations ; A Christmas Carol,Very Good,14.29,Charles Dickens,Canterbury Classics,1684129052
"Lafcadio, The Lion Who Shot Back",Good,5.39,Shel Silverstein,HarperCollins,0060256753
Barchester Towers,Good,11.19,Anthony Trollope,Digireads.com,1420963708
The Red Fairy Book,Acceptable,10.29,Andrew Lang,Racehorse for Young Readers,1631582771
A Death in the Family,Good,5.69,James Agee,Penguin Classics,014310571X
The Good Soldier,Good,7.09,Ford Madox Ford,Penguin Group,0141441844
The Lost World,Good,6.89,Arthur Conan Doyle,Penguin Random House LLC (No Starch),0812967259
L'Île mystérieuse,Good,5.99,Jules Verne,Wordsworth Editions,1840226242
Le Père Goriot,Good,7.09,Honoré de Balzac,Oxford University Press,0199538751
"A Journal of the Plague Year: Being the Observations or Memorials of the Most Remarkable Occurences, as Well Publick as Private, Which Happened in London During the Last Great Visitation in 1665",Acceptable,6.49,Daniel Defoe,Penguin Group,0140437851
Burmese Days,Good,4.19,George Orwell,Houghton Mifflin,0156148501
From Here to Eternity,Good,6.99,James Jones,Delta,0385333641
"The Life and Opinions of Tristram Shandy, Gentleman",Good,8.49,Laurence Sterne,Penguin Classics,0141439777
The Orchard Keeper,Good,9.29,Cormac McCarthy,Vintage,0679728724
The Way of All Flesh,Very Good,8.99,Samuel Butler,Createspace Independent Publishing Platform,1973704617
Death in the Afternoon,Good,9.29,Ernest Hemingway,Scribner Book Company,068485922X
The Subterraneans,Good,9.39,Jack Kerouac,Grove Press,080216028X
Daddy-Long-Legs,Good,11.09,Jean Webster,Everyman's Library,0679423125
One of Ours,Good,6.09,Willa Cather,Vintage,0679737448
Dune: The Gateway Collection,New,68.83,Frank Herbert,Ace Books,0593201884
The Little Train,Good,4.39,Lois Lenski,Random House Books for Young Readers,037582264X
King Solomon's Mines,Good,7.99,H. Rider Haggard,Penguin Classics,0141439521
"The History of Tom Jones, a Foundling",Good,7.29,Henry Fielding,Penguin Classics,0140436227
The Acts of King Arthur and His Noble Knights,Good,7.49,John Steinbeck,Penguin Classics,0143105450
The Berlin Stories: Mr Norris Changes Trains / Goodbye to Berlin,New,15.72,Christopher Isherwood,New Directions Publishing Corporation,081121804X
The Big Rock Candy Mountain,Good,12.09,Wallace Stegner,Vintage,0525435239
The Return of the Native,Very Good,4.89,Thomas Hardy,Wordsworth Editions,1853262382
Quo vadis: Powieść z czasów Nerona,Very Good,11.99,Henryk Sienkiewicz,Dover Publications,0486476863
The Tale of Jemima Puddle-Duck,Good,4.49,Beatrix Potter,Warne Frederick & Company,0723247781
Across the River and into the Trees,Good,6.39,Ernest Hemingway,Scribner Book Company,0684825538
Amerika,Good,10.09,Franz Kafka,Oxford University Press,0199601127
The Tale of Jemima Puddle-Duck,Good,4.49,Beatrix Potter,Warne Frederick & Company,0723247781
The Professor's House,Good,4.29,Willa Cather,Vintage,0679731806
Cowboy Small,Good,5.29,Lois Lenski,Random House Books for Young Readers,0375835709
In Dubious Battle,Good,6.49,John Steinbeck,Penguin Classics,0143039636
The Short Stories of F. Scott Fitzgerald,Acceptable,8.89,F. Scott Fitzgerald,Scribner Book Company,068480445X
Men Without Women,Good,7.59,Ernest Hemingway,Scribner Book Company,0684825864
Not Without Laughter,Good,7.09,Langston Hughes,Penguin Classics,0143131869
The Borrowers Afloat,Good,4.49,Mary Norton,Clarion Books,0152047336
"From Russia, with Love",New,15.74,Ian Fleming,William Morrow & Company,0063298678
Appointment in Samarra,New,14.29,John O'Hara,Penguin Classics,0143107070
Собачье сердце,Good,7.09,Mikhail Bulgakov,Grove Press,0802150594
Terms of Endearment,New,17.01,Larry McMurtry,Simon & Schuster,B000C4SHRC
Women in Love,Acceptable,5.89,D.H. Lawrence,Penguin Group,0141441542
Rama II,Good,4.99,Gentry Lee,Spectra,0553286587
"Le Vicomte de Bragelonne, ou Dix ans plus tard",Good,4.49,Alexandre Dumas,Wordsworth Editions,1840224355
Greenwitch,Very Good,5.09,Susan Cooper,Margaret K. McElderry Books,1665932937
Frog Went A-Courtin',Good,4.39,John Langstaff,Clarion Books,0156339005
Joy in the Morning,Good,5.49,Betty Smith,Harper Perennial,0061774332
So Big,Acceptable,10.79,Edna Ferber,Digireads.com,1420971549
Queer,Very Good,13.29,William S. Burroughs,Grove Press,0802160565
Hunger (Sult),Good,10.29,Knut Hamsun,Penguin Classics,0141180641
Sister Carrie,Very Good,8.49,Theodore Dreiser,Vintage,0593314883
Money,Acceptable,9.39,Martin Amis,Vintage Books,0099461889
Jane Eyre / Professor / Shirley / Villette / Wuthering Heights,Good,7.89,Charlotte Brontë,Gramercy Books,0517092921
"Le Rouge et le Noir, Chronique du XIXe siécle",Acceptable,6.19,Stendhal,Penguin Classics,0140447644
The Confessions of Nat Turner,New,17.47,William Styron,Vintage,B001GIS2KA
Babbitt,Good,5.09,Sinclair Lewis,Dover Publications,0486431673
"Raise High the Roof Beam, Carpenters / Seymour: An Introduction",Very Good,5.29,J.D. Salinger,Little Brown and Company,0316769517
"Go Down, Moses",Good,4.89,William Faulkner,Vintage,0679732179
Pippi Långstrump går ombord,Good,7.49,Astrid Lindgren,Puffin Books,0593117859
Looking Backward 2000–1887,Good,7.99,Edward Bellamy,Oxford University Press,0199552576
"A Story, a Story",Very Good,4.99,Gail E. Haley,Aladdin Paperbacks,0689712014
Hitty: Her First Hundred Years,Good,4.69,Rachel Field,Aladdin Paperbacks,0689822847
Tobacco Road,Good,8.59,Erskine Caldwell,Lulu.com,1365938115
Lord Jim,Good,4.19,Joseph Conrad,Wordsworth Editions,1853260371
Les Liaisons dangereuses,Good,8.79,Pierre Choderlos de Laclos,Penguin Classics,0140449574
Sons and Lovers,Very Good,5.69,D.H. Lawrence,Wordsworth Editions,1853260479
The Ginger Man,New,14.81,J.P. Donleavy,Grove Press,0802144667
The Rainbow,Good,5.39,D.H. Lawrence,Wordsworth Editions,1853262501
Essays of E. B. White (Perennial Classics),Good,4.49,E.B. White,Harper Perennial,0060932236
The Long Valley,Good,6.59,John Steinbeck,Penguin Classics,0140187456
The Thin Red Line,Good,5.49,James Jones,Dial Press,0385324081
Collected Essays: Notes of a Native Son / Nobody Knows My Name / The Fire Next Time / No Name in the Street / The Devil Finds Work / Other Essays,Good,18.79,James Baldwin,Library of America,1883011523
Vile Bodies,Good,8.89,Evelyn Waugh,Back Bay Books,0316216348
Going to Meet the Man: Stories,Very Good,8.59,James Baldwin,Knopf Doubleday Publishing Group,0679761799
Sanctuary,Good,4.99,William Faulkner,Vintage,0679748148
The Mayor of Casterbridge: The Life and Death of a Man of Character,Very Good,5.59,Thomas Hardy,Wordsworth Editions,1853260983
"Right Ho, Jeeves",Good,6.89,P.G. Wodehouse,W. W. Norton & Company,0393339785
La planète des singes,Good,5.69,Pierre Boulle,Del Rey,0345447980
Kristin Lavransdatter,New,24.14,Sigrid Undset,Penguin Classics,0143039164
The Ox-Bow Incident,Acceptable,4.79,Walter Van Tilburg Clark,Random House Publishing Group,0375757023
Brighton Rock,Good,5.49,Graham Greene,Penguin Group,0142437972
Daisy Miller,Good,5.29,Henry James,Penguin Publishing Group,0141441348
The Mystery of Edwin Drood,Good,5.69,Charles Dickens,Penguin Classics,0140439269
"Good-Bye, Mr. Chips",Good,8.69,James Hilton,Open Road Integrated Media LLC,1504058879
Buddenbrooks. Verfall einer Familie,Good,6.89,Thomas Mann,Vintage,0679752609
Ada or Ardor: A Family Chronicle,Good,6.29,Vladimir Nabokov,Knopf Publishing Group,0679725229
The Gambler,Good,8.49,Fyodor Dostoevsky,Random House Publishing Group,0812966937
La mort heureuse,Very Good,12.99,Albert Camus,Vintage,0679764003
"Will You Please Be Quiet, Please?",Good,7.39,Raymond Carver,Vintage,0679735690
Воскресение,New,8.76,Leo Tolstoy,Wordsworth Editions,1840227281
Flower Fairies of the Autumn: With the Nuts and Berries They Bring (Flower Fairies),Good,7.19,Cicely Mary Barker,Warne Frederick & Company,0241335450
Rob Roy,Good,4.39,Walter Scott,Wordsworth Editions Ltd,1853262536
I Promessi Sposi,Acceptable,9.09,Alessandro Manzoni,Penguin Classics,014044274X
El Aleph,New,15.12,Jorge Luis Borges,Penguin Classics,0142437883
Mary Poppins Comes Back,Good,4.69,P.L. Travers,Clarion Books,0544439570
Music for Chameleons,Good,5.39,Truman Capote,Knopf Doubleday Publishing Group,0679745661
The Spy Who Loved Me,Good,30.99,Ian Fleming,Penguin Group,0142003263
Adam Bede,Good,8.79,George Eliot,Penguin Group,0140436642
Histoire de l'oeil,Very Good,9.29,Georges Bataille,City Lights Books,0872862097
The Magnificent Ambersons,Good,6.49,Booth Tarkington,Penguin Random House LLC (No Starch),0375752501
The Fortunes and Misfortunes of the famous Moll Flanders,Good,5.19,Daniel Defoe,Oxford University Press,0192805355
The Member of the Wedding,New,15.74,Carson McCullers,Mariner Books Classics,B002ECEJ7M
I Heard the Owl Call My Name,Very Good,7.29,Margaret Craven,Turtleback Books,0812415868
The Professor,Good,9.29,Charlotte Brontë,Createspace Independent Publishing Platform,1461036127
Mary Barton,Very Good,8.29,Elizabeth Gaskell,Wordsworth Editions,1840226897
Postern of Fate,Very Good,11.29,Agatha Christie,William Morrow & Company,0062074342
"Flow My Tears, the Policeman Said",Very Good,13.49,Philip K. Dick,Mariner Books Classics,0547572255
From the Earth to the Moon,Good,11.79,Jules Verne,Aegypan,1598184547
Humboldt's Gift,Good,6.79,Saul Bellow,Penguin Classics,0143105477
Le premier homme,Good,5.69,Albert Camus,Vintage,0679768165
This Bridge Called My Back: Writings by Radical Women of Color,New,36.85,Cherríe L. Moraga,State University of New York Press,1438488289
Arrowsmith,Very Good,19.69,Sinclair Lewis,Classic Wisdom Reprint,1950330672
The Wonderful Flight to the Mushroom Planet,Good,5.19,Eleanor Cameron,"Little, Brown Books for Young Readers",0316125407
Travels With My Aunt,Good,6.09,Graham Greene,Penguin Group,0143039008
Guadalcanal Diary,Good,8.79,Richard Tregaskis,Modern Library,0679640231
Autores Selectos: H.P. Lovecraft (1890-1937),Good,10.89,H.P. Lovecraft,Barnes & Noble,1435107934
Kristin Lavransdatter 3: Korset,Very Good,9.89,Sigrid Undset,Penguin Adult Hc/Tr,0141182350
The Secret Agent: A Simple Tale,Good,6.79,Joseph Conrad,Penguin Group,0141441585
The Collected Stories of Katherine Anne Porter,Good,4.49,Katherine Anne Porter,Mariner Books Classics,0156188767
Washington Square,Good,4.79,Henry James,Signet Book,0451416775
The King of Elfland's Daughter,Very Good,40.99,Lord Dunsany,Lulu.com,130483025X
David Copperfield,Good,6.89,Charles Dickens,Baronet Books,B01FIW1SMI
The Wayward Bus,Good,8.29,John Steinbeck,Penguin Classics,0142437875
Jack and Jill: A Village Story,Good,5.29,Louisa May Alcott,Book Jungle,1604241365
Miss Lonelyhearts / The Day of the Locust,Good,6.29,Nathanael West,New Directions Publishing Corporation,0811218228
Nostromo: A Tale of the Seaboard,Acceptable,8.39,Joseph Conrad,Penguin Classics,0141441631
The Scapegoat,New,22.95,Daphne du Maurier,University of Pennsylvania Press,081221725X
The Collected Tales and Poems of Edgar Allan Poe,Good,11.89,Edgar Allan Poe,Canterbury Classics,1607103141
Chronicles of Avonlea,Good,4.89,L.M. Montgomery,Starfire,0553213784
The Ambassadors,Acceptable,5.79,Henry James,Oxford University Press,0199538549
The Dud Avocado,Good,7.89,Elaine Dundy,New York Review of Books,1590172329
The Scapegoat,New,22.95,Daphne du Maurier,University of Pennsylvania Press,081221725X
Dancer from the Dance,Very Good,12.29,Andrew Holleran,Harper Perennial,0063320061
Mumbo Jumbo,New,14.8,Ishmael Reed,Scribner Book Company,B007PM2XWO
The Most Dangerous Game,Very Good,7.09,Richard Connell,Wisehouse Classics,9176378799
The Lone Star Ranger,Good,6.09,Zane Grey,Pinnacle Books,0786033045
The Tragedy of Puddn'head Wilson,Good,4.99,Mark Twain,Signet Book,0451530748
The Thread That Runs So True: A Mountain School Teacher Tells His Story,New,15.74,Jesse Stuart,Touchstone Books,B000O3FIPU
One Man's Meat,Good,7.39,E.B. White,Tilbury House,0884481921
Black Cat / Cask of Amontillado / Fall of the House of Usher,Good,4.59,Edgar Allan Poe,Wordsworth Editions,1840220724
Titus Groan,New,14.2,Mervyn Peake,Harry N. Abrams,B0012QFKBU
The Reivers,Good,4.89,William Faulkner,Vintage,0679741925
The Wapshot Chronicle,Good,9.79,John Cheever,Knopf Doubleday Publishing Group,0593081773
Manhattan Transfer,New,12.0,John Dos Passos,Vintage,0593312058
National Velvet,Very Good,12.19,Enid Bagnold,Dover Publications,0486838544
The Lost Road and Other Writings,Good,7.09,J.R.R. Tolkien,Del Rey Books,0345406850
Elmer Gantry,Good,8.09,Sinclair Lewis,Signet,0451530756
Octopussy and The Living Daylights,New,15.74,Ian Fleming,William Morrow & Company,0063299070
The African Queen,Good,4.99,C.S. Forester,Back Bay Books,0316289108
The Canterville Ghost,Good,19.19,Oscar Wilde,Sanage Publishing House Llp,8119007794
Shadows on the Rock,Good,7.89,Willa Cather,Vintage,0679764046
Giant,Good,8.19,Edna Ferber,Harper Perennial,0060956704
The Rhetoric/The Poetics,Acceptable,6.09,Aristotle,McGraw-Hill Education,0075546027
Magnificent Obsession,Good,4.19,Lloyd C. Douglas,Mariner Books,0395957745
La Cousine Bette,Good,5.69,Honoré de Balzac,Random House Publishing Group,0375759077
The Most of P.G. Wodehouse,Good,6.59,P.G. Wodehouse,Simon & Schuster,0743203585
The Best Short Stories of O. Henry,Acceptable,6.49,O. Henry,Modern Library,0679601228
Shadow of a Bull,Good,4.79,Maia Rodman,Aladdin Paperbacks,1416933956
By Grand Central Station I Sat Down and Wept,Acceptable,10.09,Elizabeth Smart,Vintage,0679738045
Henderson the Rain King,Good,5.89,Saul Bellow,Penguin Classics,0143105485
The Portable Dante,Good,6.19,Dante Alighieri,Penguin Classics,0142437549
The Country of Pointed Firs and Other Stories,Good,4.29,Sarah Orne Jewett,Penguin Classics,0140434763
The Border Trilogy: All the Pretty Horses / The Crossing / Cities of the Plain,New,34.87,Cormac McCarthy,Everyman's Library,0375407936
Nesmrtelnost,Good,5.49,Milan Kundera,Harper Perennial,0060932384
The Keeper of the Bees,New,14.54,Gene Stratton-Porter,Martino Fine Books,1684224950
The Day of the Locust,Acceptable,8.39,Nathanael West,New Directions Publishing Corporation,0811224619
Point Counter Point,Good,16.79,Aldous Huxley,Classic Wisdom Reprint,1957990856
Speeches and Writings 1859–1865,Good,7.19,Abraham Lincoln,Library of America,0940450631
"Dealings with the Firm of Dombey and Son, Wholesale, Retail, and for Exportation",Very Good,22.99,Charles Dickens,Everyman's Library,0679435913
The Pursuit of Love,Good,5.69,Nancy Mitford,Vintage,0307740811
Ramona,Very Good,9.49,Helen Hunt Jackson,Random House Publishing Group,0812973518
At Swim-Two-Birds,Good,14.59,Flann O'Brien,Dalkey Archive Press,1628973889
Mutiny on the Bounty,Good,5.09,Charles Bernard Nordhoff,Back Bay Books,0316611689
"The Unabridged Mark Twain, Volume 1",Good,6.09,Mark Twain,Running Press Book Publishers,0914294547
More About Paddington,Good,4.69,Michael Bond,HarperCollins,0062422766
"The Mysterious Stranger, or The Chronicle of Young Satan",Good,8.99,Mark Twain,University of California Press,0520270002
The Enchanted Barn,Good,6.19,Grace Livingston Hill,CreateSpace Independent Publishing Platform,1514896532
The Habit of Being: Letters of Flannery O'Connor,New,20.14,Flannery O'Connor,"Farrar, Straus and Giroux",0374521042
Moving On,New,16.08,Larry McMurtry,Liveright Publishing Corporation,1631493493
Quicksand,Good,5.89,Nella Larsen,Martino Fine Books,1891396994
The Habit of Being: Letters of Flannery O'Connor,New,20.14,Flannery O'Connor,"Farrar, Straus and Giroux",0374521042
"Not After Midnight, and Other Stories",Good,5.49,Daphne du Maurier,Doubleday,0385087330
