Title,Condition,Buy Price,Author,Publisher,ISBN
The Fall & Exile and the Kingdom [Modern Library],Acceptable,16.89,Albert Camus,Alfred A. Knopf,B0007DPU1Y
Pierre / Israel Potter / The Piazza Tales / The Confidence-Man / Uncollected Prose / Billy Budd,Good,12.89,Library of America Staff,Library of America,0940450240
Selected Works: Burlesque Autobiography/The Prince,Good,8.19,Mark Twain,Gramercy Books,0517053578
"Upstairs, Downstairs",Good,6.89,John Hawkesworth,Dell Books,0440192374
Sahara Special,Like New,4.99,Esmé Raji Codell,"Little, Brown Books for Young Readers",0786816112
"The Flowering of New England, 1815-1865",Good,16.69,Van Wyck Brooks,"E. P. Dutton & Co., Inc.",B000QA3VNW
The Faulkner Reader,Acceptable,6.89,William Faulkner,Random House,B0006ATRI0
The Charles Dickens Collection,New,41.49,Charles Dickens,Arcturus Editions,1788883705
Stern der Ungeborenen,Acceptable,30.59,Franz Werfel,Bantam Books,B000GTHZQM
Jutland Cottage,Good,9.29,Angela Thirkell,Moyer Bell Ltd,155921273X
Game Without Rules,Very Good,8.69,Michael Gilbert,Union Square & Co.,1454954264
Ultramarine (Tusk Ivories),Acceptable,9.99,Malcolm Lowry,Penguin Classic,0140034757
The Complete Sherlock Holmes (Volume 3),Very Good,16.89,Arthur Conan Doyle,Race Point Publishing,1937994309
The Virgin and the Gipsy,Acceptable,4.19,D.H. Lawrence,Knopf Publishing Group,0679740775
The Last Puritan: A Memoir in the Form of a Novel,Good,26.69,George Santayana,MIT Press,0262691787
Beyond the Farthest Star,New,33.64,Edgar Rice Burroughs,"Edgar Rice Burroughs, Inc.",1945462361
"Literary Criticism, Vol 2: French Writers / Other European Writers / Prefaces to the New York Edition",Good,6.89,Henry James,Library of America,0940450232
"EREWHON AND EREWHON REVISITED, Modern Library 136",New,16.99,Samuel Butler,Createspace Independent Publishing Platform,1517416965
The World of Suzie Wong,Good,5.39,Richard Mason,Penguin Publishing Group,0143120425
Armageddon 2419 A.D.,Good,7.09,Philip Francis Nowlan,Ace Books,0441029396
Going to the Territory,Good,10.89,Ralph Ellison,Knopf Doubleday Publishing Group,0679760016
Journeys Through Oz: The Wonderful Wizard of Oz / The Marvelous Land of Oz (2 Books in 1),Good,26.79,L. Frank Baum,Seven Seas,1626922632
Works of Louisa May Alcott,Good,6.59,Louisa May Alcott,O'Reilly Media,1565927249
The Witch Queen,Good,5.79,Jan Siegel,Del Rey Books,0345442598
Treasure,Good,11.49,Albert Payson Terhune,Grosset & Dunlap,B0008CF6CC
The Genius,Very Good,18.79,Theodore Dreiser,Kessinger Publishing,1417909706
New Arabian Nights,Very Good,22.39,Robert Louis Stevenson,Blurb,1006569553
Tom Sawyer,Good,4.29,Mark Twain,Whitman Publishing Co.,B000EK8DQE
Five Little Peppers and Their Friends,Good,24.89,Margaret Sidney,Kessinger Publishing,1419119915
The Fox at the Manger,Good,19.89,P.L. Travers,"W W Norton & Co., Inc., NY",B0006AY3UM
The Last Flower: A Parable  in Pictures,Acceptable,13.09,James Thurber,HarperCollins Publishers,0060902329
Господин из Сан-Франциско и другие рассказы,Good,5.79,Ivan Alekseyevich Bunin,Penguin Publishing Group,0140185526
October the First Is Too Late,Acceptable,3.99,Fred Hoyle,Baen Books,0671559435
The Wonderful House,Good,4.89,Margaret Wise Brown,Golden Books,0307103269
נשמה עקספּעדיטיאָס,Good,14.09,Isaac Bashevis Singer,Penguin Group,0141197633
Now and Then,Good,4.49,W. Somerset Maugham,Doubleday & Co.,B0007FA76U
Young Lonigan,Good,5.29,James T. Farrell,Penguin Publishing Group,0142180076
Collected Travel Writings: Great Britain and America: English Hours / The American Scene / Other Travels,Good,5.19,Henry James,Library of America,0940450763
Uncle Wiggily's Travels,Acceptable,12.49,Howard Roger Garis,Aegypan,160664906X
Драма на охоте,New,18.06,Anton Chekhov,Penguin Books,0140448985
The Little Minister,Acceptable,6.09,J.M. Barrie,NY Grosset& Dunlap (1897).,B001OBTH9Y
Back Street,Very Good,13.69,Fannie Hurst,Knopf Doubleday Publishing Group,0804170673
The Way of the World,Good,5.09,William Congreve,University of Nebraska Press,0803253540
More Tales of Pirx the Pilot,Good,6.49,Stanisław Lem,Harper Voyager,0156621436
Ken Ward in the Jungle,Acceptable,9.09,Zane Grey,Horse's Mouth,1785436910
A CHRISTMAS CAROL - and - THE CHIMES,Good,5.09,Charles Dickens,Harper & Row,B0051D9MYG
The Classic Horror Collection,Good,8.89,H.P. Lovecraft,Arcturus Publishing Ltd,1788284011
Writings 1932–1946,Very Good,14.79,Gertrude Stein,Library of America,1883011418
Hard Candy: A Book of Stories,Good,11.39,Tennessee Williams,New Directions Publishing Corporation,0811202216
The Escaped Cock,Good,5.49,D.H. Lawrence,Ecco Press,0880014296
Venus and Adonis,Good,5.49,William Shakespeare,Bandanna Books,0942208757
Complete Stories 1898–1910,Acceptable,11.89,Henry James,Library of America,1883011108
Prospero's Children,Good,4.39,Jan Siegel,Del Rey,0345441435
An Unofficial Rose,Good,7.09,Iris Murdoch,Penguin Group,014002154X
Carmen Dog,Good,6.89,Carol Emshwiller,Small Beer Press,1931520089
Canoe Country,New,13.18,Florence Page Jacques,University of Minnesota Press,1517912725
La Dea della vendetta (Rusconi Libri),New,13.81,S.S. Van Dine,Felony & Mayhem,163194200X
Magnus,Very Good,12.39,George Mackay Brown,Canongate Us,0862418143
The Well at the World's End: The Road Unto Trouble,Very Good,16.29,William Morris,Wildside Press,1587150891
Isaac Asimov Presents the Golden Years of Science Fiction Third Series,Good,6.89,,Random House Value Publishing,0517435225
Something to Remember Me By,Very Good,6.19,Saul Bellow,Penguin Publishing Group,0142422185
Peasants and Other Stories,New,17.16,Anton Chekhov,New York Review of Books,0940322145
Johnny Get Your Gun: A Novel (Virgil Tibbs mystery novel),Good,39.19,John Dudley Ball,Paperjacks,0770105947
Novels 1881–1886: Washington Square / The Portrait of a Lady / The Bostonians,Very Good,15.89,Henry James,Library of America,0940450305
"Capitola's Peril, A Sequel to ''The Hidden Hand''",Very Good,8.49,E.D.E.N. Southworth,Createspace Independent Publishing Platform,1546310967
Here at Eagle Pond,Good,6.49,Donald Hall,Ecco Press,0618084738
Seasons at Eagle Pond,Very Good,5.19,Donald Hall,Mariner Books,0899199712
The Stories,Good,5.19,F. Scott Fitzgerald,Collier Books,0020199406
Essays and Reviews,Acceptable,31.49,Edgar Allan Poe,Library of America,0940450194
A Year from Monday: New Lectures and Writings,Acceptable,10.39,John Cage,Wesleyan University Press,0819560022
Seitsemän veljestä,Good,27.29,Aleksis Kivi,F A T a Finnish-American Translators Associat,188047400X
Novels 1886–1890: The Princess Casamassima / The Reverberator / The Tragic Muse,Good,12.39,Henry James,Library of America,0940450569
The Red Right Hand,Very Good,7.19,Joel Townsley Rogers,American Mystery Classics,1613161654
Native American Literature: An Anthology,Good,7.99,Lawana Hooper Trout,McGraw-Hill Humanities/Social Sciences/Langua,0844259853
S.,Good,5.09,John Updike,Random House Publishing Group,0449912124
I Claudius - Claudius the God and his wife Messalina,Acceptable,9.49,Robert Graves,Penguin Books Ltd,0140093141
Writings 1878–1899: Psychology: Briefer Course / The Will to Believe / Talks to Teachers and to Students / Essays,,0.0,William James,Library of America,0940450720
The Norton Anthology of Latino Literature,Acceptable,24.39,,W. W. Norton & Company,0393080072
A Victorian Gentlewoman in the Far West: The Reminiscences of Mary Hallock Foote,Good,23.59,Mary Hallock Foote,Huntington Library Press,0873280571
The Grandmothers: A Family Portrait,Good,6.49,Glenway Wescott,University of Wisconsin Press,0299150240
"Old Jules Country: A Selection from ""Old Jules"" and Thirty Years of Writing after the Book was Published (Bison Book)",Acceptable,9.79,Mari Sandoz,Bison Books,0803291361
Oz Reimagined,,0.0,Douglas Cohen,47north,1611099048
"Poetry, Tales and Selected Essays",Acceptable,8.89,Edgar Allan Poe,Library of America,1883011388
Classic Works from Women Writers,Good,12.89,AJ Odasso,Canterbury Classics,1684125545
Les nourritures terrestres,Acceptable,15.09,André Gide,Van Nostrand Reinhold (Trade),0442822340
O Lost,Good,48.29,Thomas Wolfe,University of South Carolina Press,1570033692
Капитанская дочка,Good,6.19,Alexander Pushkin,Createspace Independent Publishing Platform,1466204141
Four Novels of the 1980s: City Primeval / LaBrava / Glitz / Freaky Deaky,Very Good,20.69,Elmore Leonard,Library of America,1598534122
Short Stories of De Maupassant,Good,4.49,Guy de Maupassant,Blakiston Co,B00KI3GUE4
Cap'n Eri: A Story of the Coast,Good,15.89,Joseph Crosby Lincoln,Kessinger Publishing,141911185X
Exiles,Very Good,7.49,James Joyce,Prometheus Books,1591020751
"The Big Sleep / Farewell, My Lovely / The High Window",Good,13.09,Raymond Chandler,Everyman's Library,0375415017
More Wandering Stars: An Anthology of Outstanding Stories of Jewish Fantasy and Science Fiction,Good,6.59,Jack Dann,Jewish Lights Publishing,1580230636
The Complete Humorous Sketches and Tales of Mark Twain,Good,6.39,Mark Twain,Grand Central Publishing,0306807025
Selected Stories of Eudora Welty: A Curtain of Green and Other Stories / The Wide Net And Other Stories,Very Good,6.29,Eudora Welty,Modern Library,0679600027
A Spinner in the Sun,Very Good,10.69,Myrtle Reed,Createspace Independent Publishing Platform,149598981X
Charles Brockden Brown : Three Gothic Novels : Wieland / Arthur Mervyn / Edgar Huntly (Library of America),New,27.6,Charles Brockden Brown,Library of America,B003K0KYDK
White Banners,Acceptable,7.49,Lloyd C. Douglas,Pocket,0671756338
Ве́чный муж,Good,5.39,Fyodor Dostoevsky,Dover Publications,0486465721
& Sons,Very Good,5.29,David Gilbert,Random House Group,0812984358
"Goodbye, Columbus and Five Short Stories / Letting Go",Good,6.69,Philip Roth,Library of America,1931082790
McSorley's Wonderful Saloon,Good,25.49,Joseph Mitchell,Pantheon Books,0375421025
Clochemerle,Good,6.59,Gabriel Chevallier,Simon & Schuster,1416569766
Novels 1886–1888: The Minister's Charge / April Hopes / Annie Kilburn,Good,4.19,William Dean Howells,Library of America,0940450518
Birds of America,Very Good,7.09,Mary McCarthy,Open Road Integrated Media LLC,1480438308
Bringing the Devil to His Knees: The Craft of Fiction and the Writing Life,Good,7.79,,University of Michigan Press,0472067745
Die drei Lichter der kleinen Veronika,Very Good,15.99,Manfred Kyber,Steiner Books,0913098841
The Grove Of Eagles,Good,8.89,Winston Graham,Fontana Press,000614330X
The Short Stories of Charles Dickens,New,15.24,Charles Dickens,Createspace Independent Publishing Platform,1545557454
We Say No: Chronicles 1963-1991,Good,5.79,Eduardo Galeano,W. W. Norton & Company,0393308987
The Brave Bulls,Good,6.39,Tom Lea,"Little, brown",B0006ARXRW
Fan,Good,7.49,Bob Randall,Random House (NY),0394412036
The Reed Reader,Good,6.39,Ishmael Reed,Basic Books,0465068944
The Basil and Josephine Stories,Acceptable,3.79,F. Scott Fitzgerald,Scribner Book Company,0684826186
The Best of Sherlock Holmes,Very Good,4.79,Arthur Conan Doyle,Wordsworth Editions,1853267481
Collected Travel Writings: The Continent: A Little Tour in France / Italian Hours / Other Travels,Very Good,7.99,Henry James,Library of America,0940450771
Mercier et Camier,Acceptable,8.49,Samuel Beckett,Grove Press,0802144446
One Basket,Good,9.59,Edna Ferber,ValdeBooks,1444423282
"Collected Stories, 1891-1910",Acceptable,12.19,Edith Wharton,Library of America,1883011930
Easy Going,Good,6.89,Leon Hale,Winedale Publishing,0940672103
The Return,Acceptable,7.69,Walter de la Mare,Browntrout Publishers,0857756699
Tappan's Burro (Unabridged),Acceptable,6.98,Zane Grey,Pocket Books,0671835920
Passion Play,Good,4.49,Jerzy Kosiński,Grove Press,0802135676
The Dark Labyrinth,Good,9.29,Lawrence Durrell,Dutton,0571069134
"Billy Budd, Foretopman / The Piazza Tales",Very Good,6.29,Herman Melville,Barnes & Noble Classics,1593082533
Comentarios Reales,Good,10.09,Inca Garcilaso de la Vega,Avon Books,0380455420
Nouvelles / Short Stories,Very Good,99.79,Oscar Wilde,The Easton Press,B005PHRJ0C
The Croquet Player,Good,5.79,H.G. Wells,Bison Books,0803298420
The Lost Girl,Good,5.19,D.H. Lawrence,Penguin Random House LLC (No Starch),0812969979
The Man That Corrupted Hadleyburg and Other Stories and Essays,Good,6.59,Mark Twain,Prometheus Books,1573929999
"Good Friends, Good Guns, Good Whiskey: Selected Works of Skeeter Skelton",,0.0,Skeeter Skelton,Shooting Times / PJS Publications,0962114804
The Only Problem,Good,6.59,Muriel Spark,Putnam Publishing Group,0399129871
Through the Wheat: A Novel of the World War I Marines,Like New,8.49,Thomas Boyd,Independently Published,1080778330
Further Fables for Our Time,Good,6.29,James Thurber,Simon & Schuster,0671278800
A Dream of Red Mansions: Volume 1,New,23.76,Tsao Hsueh-Chin & Kao Ngo,Fredonia Books (NL),1589635221
The Survivors,Very Good,18.39,Tom Godwin,Phoenix Pick,1604502576
The Safety Net,Acceptable,6.49,Heinrich Böll,Penguin Group,0140064680
The Turn of the Screw and The Lesson of the Master,Good,11.19,Henry James,Modern Library,B000I3OLCC
Tarzan At The Earth's Core,Acceptable,9.39,Edgar Rice Burroughs,Ace F-180 Jan. 1929,B0018V3P8E
Master of Judo,,0.0,Richard Brightfield,Skylark Books,0553563971
"Main Currents in American Thought: Volume 2 - The Romantic Revolution in America, 1800-1860",Acceptable,5.29,Vernon Louis Parrington,University of Oklahoma Press,0806120819
Yenne Velt: The Great Works of Jewish Fantasy & Occult,Acceptable,6.89,Joachim Neugroschel,Pocket Books,0671790064
Why the Chimes Rang and Other Stories,Very Good,15.09,Raymond Macdonald Alden,Dodo Press,1409909026
Spacehounds of IPC,Acceptable,10.29,"E.E. ""Doc"" Smith",Armchair Fiction & Music,1612871941
The Wishing Tree,Very Good,15.99,William Faulkner,Loqueleo,1641011246
Nora Ephron Collected,Good,32.39,Nora Ephron,Avon Books,0380712539
The Monastery,New,10.48,Walter Scott,Createspace Independent Publishing Platform,1514887959
God Was Here but He Left Early,Good,5.99,Irwin Shaw,Dell Publishing Company,0440133033
Picked-Up Pieces,Good,5.59,John Updike,Alfred A. Knopf,0394498496
The Waters of Kronos,New,38.77,Conrad Richter,Penn State University Press,027102240X
Catalina: A Romance,Good,5.09,W. Somerset Maugham,Doubleday & Company,B00005VJCV
"The Maid of France, being the story of the life and death of Jeanne d'Arc",New,8.78,Andrew Lang,Createspace Independent Publishing Platform,1979902895
Time and Time Again,Good,6.39,James Hilton,Ingram,0848828070
Tales from a Troubled Land,Very Good,8.99,Alan Paton,Scribner Book Company,0684825848
Jane Austen: The Complete Works 7-Book Boxed Set: Sense and Sensibility; Pride and Prejudice; Mansfield Park; Emma; Northanger Abbey; Persuasion; Love ... boxed set),New,117.31,Coralie Bickford-Smith,Penguin Classics,0141395206
Black Sci-Fi Short Stories,Very Good,15.59,Temi Oh,Flame Tree Collections,183964480X
Поцелуй и другие рассказы,Good,10.39,Anton Tchekhoff,Alma Classics,1847494196
Sba the Reawakening of the African Mind,,0.0,Asa G. Hilliard III,Makare Pub.,0965540243
Too Strong for Fantasy,Good,5.19,Marcia Davenport,Charles Scribner's Sons,B0006BRA42
Song of the Loon,,0.0,Richard Amory,Arsenal Pulp Press,1551521806
Fifth Planet,Good,7.79,Geoffrey Hoyle,Harper & Row,B001G0JIHE
His Dog,Acceptable,22.39,Albert Payson Terhune,Bibliotech Press,1647998719
Doctor Dolittle and the Secret Lake,Acceptable,11.29,Hugh Lofting,Red Fox,0099880806
Robur-le-Conquérant,Very Good,9.29,Jules Verne,SeaWolf Press,195364967X
The light goes off,Good,24.09,Rudyard Kipling,Kessinger Publishing,0766194647
The Green Bay Tree,Very Good,26.39,Louis Bromfield,WP,1479475165
"A Dream of Red Mansion, Complete and Unexpurgated, V2",Like New,18.89,Cao Xueqin,Fredonia Books (NL),1589635329
Les contes drolatiques,Good,8.49,Honoré de Balzac,Skyhorse Publishing,1634505115
End of the Chapter,Acceptable,7.29,John Galsworthy,Penguin Classic,0141186844
The F. Scott Fitzgerald Collection: Deluxe 5-Volume Box Set Edition,New,42.3,F. Scott Fitzgerald,Sirius Entertainment,1839407514
"Novels, 1920-1925: One Man's Initiation: 1917/Three Soldiers/Manhattan Transfer",Acceptable,9.59,John Dos Passos,Library of America,1931082391
The Dove in the Eagle's Nest,New,10.06,Charlotte Mary Yonge,Createspace Independent Publishing Platform,1981137009
Prelude to a Million Years / Song Without Words / Vertigo,Very Good,23.19,Lynd Ward,Library of America,159853081X
If Trouble Was Money (working title),Very Good,25.99,Chester Himes,Penguin Group,0141196483
Collected Stories,Acceptable,17.19,Rudyard Kipling,Everyman's Library,0679435921
The Whole History of Grandfather's Chair,Good,10.09,Nathaniel Hawthorne,Arcadia Publishing (SC),1429045221
Peter Rabbit and Friends (Beatrix Potter Board Books),Good,4.89,Beatrix Potter,Warne Frederick & Company,0241434726
Four Plays by Eugene O'Neill: Anna Christie; The Hairy Ape; The Emperor Jones; Beyond the Horizon,Good,5.99,Eugene O'Neill,Digireads.com,1420933477
Novelle lussuriose,Good,9.09,Giovanni Boccaccio,W. W. Norton & Company,0393044580
The Mutiny of the Elsinore,Very Good,9.39,Jack London,Createspace Independent Publishing Platform,153077330X
Selected Writings,Good,13.99,Marquis de Sade,Dover Publications,0486821730
Three Score and Ten,Good,7.19,Angela Thirkell,Moyer Bell Ltd,1559213140
Maid In Waiting,Good,10.29,John Galsworthy,International Law and Taxation Publishers,1589632400
God and My Country,Very Good,13.99,MacKinlay Kantor,"Speaking Volumes, LLC",1628156236
Beverly of Graustark,New,10.06,George Barr McCutcheon,Createspace Independent Publishing Platform,1517682037
La Fille aux yeux d'or,Good,7.89,Honoré de Balzac,Carroll & Graf Publishers,0786705612
Classic Tales of Christmas,Good,8.79,Editors of Canterbury Classics,Canterbury Classics,1645178633
Edgar Rice Burroughs : Master of Adventure,New,16.6,Richard A. Lupoff,Bison,0803280300
Kate Chopin,Good,5.59,Emily Toth,William Morrow & Company,0688097073
L'Iliade ou le poème de la force: Un essai de Simone Weil,New,35.63,Simone Weil,"Peter Lang Inc., International Academic Publi",0820463612
Selected Letters of William Faulkner,Good,5.59,William Faulkner,Random House,0394494857
The Family Mark Twain,Good,6.39,Mark Twain,Hippocrene Books,0880292644
Micromegas,New,8.5,Voltaire,Createspace Independent Publishing Platform,1533107769
The History of Tom Jones A Foundling,Good,14.99,Henry Fielding,Encyclopedia Britannica,B0015NHQ58
West of the Sun,Like New,8.79,Edgar Pangborn,Armchair Fiction & Music,1612870279
La Pharisienne,Good,8.89,François Mauriac,Carroll & Graf Publishers,0881843717
The Scotch Twins,New,9.63,Lucy Fitch Perkins,Createspace Independent Publishing Platform,1516945247
"Diddie, Dumps, and Tot; or, Plantation Child-Life",Good,6.09,Louise-Clarke Pyrnelle,Pelican Publishing Company,0911116176
Jean Christophe,Good,6.89,Gilbert Cannan,Carroll & Graf Publishers,0786703075
Will James' Book of Cowboy Stories (Tumbleweed),Good,27.39,Will James,"Charles Scribners' Sons, NY",B004S3M3FU
"Opus Posthumous: Poems, Plays, Prose",Good,6.59,Wallace Stevens,Knopf Doubleday Publishing Group,0679725342
La Guerre du feu,Very Good,14.99,J.-H. Rosny aîné,Penguin,0140064346
Örtlich betäubt,Very Good,7.29,Günter Grass,Harpervia,0156529408
The Complete Marquis de Sade,New,13.03,Marquis de Sade,Createspace Independent Publishing Platform,1499711085
The Day after Judgement,New,21.98,James Blish,Valancourt Books,196024129X
Collected Stories III: One Night in Brazil to The Death of Methuselah,Good,9.59,Isaac Bashevis Singer,Library of America,1931082634
The Black Mask,New,8.78,E.W. Hornung,Createspace Independent Publishing Platform,1500546526
The Cosmological Eye,Good,5.79,Henry Miller,New Directions Publishing Corporation,0811201104
Cards of Identity,Good,5.99,Nigel Dennis,Penguin Group,014006608X
За миллиард лет до конца света,Good,36.09,Boris Strugatsky,Collier,002025590X
The Pelican Chorus: And Other Nonsense,Acceptable,5.39,Edward Lear,Atheneum Books,1481470493
Waverley,Good,17.19,Walter Scott,Heritage Press,B001P1030K
Weymouth Sands,New,40.36,John Cowper Powys,Grasset,2246157226
Selected Tales,Good,6.89,Henry James,Penguin Group,0140436944
The Wailing Octopus (A Rick Brant Science-Adventure Story),New,9.63,John Blaine,Createspace Independent Publishing Platform,1502838923
Take Back Plenty,Good,6.59,Colin Greenland,Harper Voyager,0380763958
The Private Life of Helen of Troy,Good,9.29,John Erskine,Bobbs-Merrill Company,B000ONHB0A
Novels 1875-1886: A Foregone Conclusion / A Modern Instance / Indian Summer / The Rise of Silas Lapham,New,27.76,William Dean Howells,Library of America,0940450046
The Fred Chappell Reader,Good,7.09,Fred Chappell,St. Martin's Griffin,0312050925
Novembre,Good,8.29,Gustave Flaubert,Carroll & Graf Publishers,0881843342
"The Unknown Conan Doyle, Uncollected Stories: thirty-three fascinating and diverse tales",Good,5.49,Arthur Conan Doyle,Doubleday,038519028X
Trutz Simplex oder Lebensbeschreibung der Ertzbetrügerin und Landstörtzerin Courasche,New,12.57,Hans Jakob Christoffel von Grimmelshausen,Dedalus,1910213241
Peking Picnic,Good,9.89,Ann Bridge,AKADINE PRESS,1585790001
The Affair,Good,5.09,C.P. Snow,Scribner Book Company,0684153173
The American Claimant,Good,5.59,Mark Twain,"Oxford University Press, USA",019510143X
Six Tales of the Jazz Age: And Other Stories,Good,4.19,F. Scott Fitzgerald,Scribner,068471762X
The Scouts of the Valley: A Story of Wyoming and the Chemung,New,34.08,Joseph Alexander Altsheler,Akasha Classics,1605123102
Turks Fruit,Good,11.29,Jan Wolkers,Tin House Books,1941040470
Peter of New Amsterdam: A Story of Old New York,New,9.63,James Otis,Createspace Independent Publishing Platform,1517540380
"F. Scott Fitzgerald: The Great Gatsby, All the Sad Young Men & Other Writings 1920–26 (LOA #353)",New,24.54,F. Scott Fitzgerald,Library of America,1598537148
The Apes of God,Very Good,161.69,Wyndham Lewis,Black Sparrow Press,0876855133
Montezuma's Daughter,New,10.06,H. Rider Haggard,Createspace Independent Publishing Platform,1514210711
Illustrated Classics,Good,5.89,Mark Twain,Gramercy Books,0517279126
The Merry Month of May,Good,8.39,James Jones,William Collins,0002215314
The Man in the Iron Mask,Like New,17.39,,Trident Reference Publishing,1582790736
The True Heart,Good,14.29,Sylvia Townsend Warner,Lester & Orpen Dennys,0886190002
"Tales from the 7,000 Isles: Popular Philippine Folktales",Good,96.09,Artemio R. Guillermo,Vision Books International,1565500318
Six Modern American Plays,Like New,6.29,Allan Gates Halline,McGraw-Hill Humanities/Social Sciences/Langua,0075536609
"Clarimonde, ou La Morte amoureuse",New,8.78,Théophile Gautier,Createspace Independent Publishing Platform,1975864395
Gideon Planish,Acceptable,180.79,Sinclair Lewis,The World Publishing Company,B003TMD5GW
I to Myself: An Annotated Selection from the Journal of Henry D. Thoreau,Good,5.59,Henry David Thoreau,Yale University Press,030018798X
Sir Percy Hits Back,New,19.79,Emmuska Orczy,Bibliotech Press,B0BRMHF31G
Robert Louis Stevenson: Four Complete Novels/Treasure Island/the Master of Ballantrae/the Strange Case of Dr. Jekyll and Mr. Hype/Kinapped,Good,7.39,Robert Louis Stevenson,Gramercy Books,0517122626
Black April: A Novel,Acceptable,28.79,Julia Peterkin,"Bobbs-Merrill /Grosset 12mo 7"" - 7½""",B01CUQZQI2
Shanks Mare: Japans Great Comic Novel of Travel & Ribaldry,Good,21.29,Jippensha Ikku,Tuttle Publishing,0804815801
The Short Stories of Charles Dickens,New,14.57,Charles Dickens,Alma Books,1847492274
Place Called Estherville,Acceptable,34.29,Erskine Caldwell,"Duell, Sloan and Pearce",B0006AS14G
EIMI: A Journey Through Soviet Russia,Acceptable,6.69,E.E. Cummings,Liveright Publishing Corporation,0871406527
The Long Dream (Northeastern Library of Black Literature),Acceptable,9.89,Richard Wright,Northeastern University Press,1555534236
Nights With Uncle Remus,Acceptable,7.99,Joel Chandler Harris,Createspace Independent Publishing Platform,1515190382
Cuentos,Good,10.99,Anton Chekhov,"The Modern Library, Inc. NY",B000EHIW1S
Codex Derynianus,,0.0,Katherine Kurtz,Underwood Books,1887424962
Adventures of Sherlock Holmes / Hound of the Baskervilles / Memoirs of Sherlock Holmes / Study in Scarlet / Sign of Four / Valley of Fear,New,73.97,Arthur Conan Doyle,Arcturus Publishing Ltd,1784286745
Natural Hygiene: The Pristine Way of Life,Good,66.99,Herbert M. Shelton,"American Natural Hygiene Society, Incorporate",0914532375
The Derrick Bell Reader (Critical America),New,42.0,Derrick A. Bell,New York University Press,0814719708
Myself with Others: Selected Essays,Good,6.89,Carlos Fuentes,"Farrar, Strauss & Giroux-3pl",0374522375
A Tale of Two Cities / Oliver Twist,New,32.95,Charles Dickens,Legare Street Press,1017694818
Selected Short Stories of John O'Hara (Modern Library Classics),Good,16.29,John O'Hara,Modern Library,081296697X
Truman Capote: Conversations (Literary Conversations (Paperback)),Acceptable,6.79,Truman Capote,University Press of Mississippi,0878052755
Whirligigs,Good,5.49,O. Henry,CreateSpace Independent Publishing Platform,1530710014
Capricornia,Acceptable,7.19,Xavier Herbert,"D. Appleton-Century Company, incorporated",B0007DLLHG
Jack Archer: A Tale Of The Crimea,New,10.48,G.A. Henty,Createspace Independent Publishing Platform,1515204510
Presidential Agent,Acceptable,31.79,Upton Sinclair,Viking Books,0670574422
"Power of Blackness: Hawthorne, Poe, Melville",Good,10.89,Harry Levin,Ohio University Press,0821405810
Figures of Earth,Acceptable,7.09,James Branch Cabell,Ballantine Books,0345217632
Санин,Very Good,29.99,Mikhail Petrovich Artsybashev,Blurb,1714022749
Novels & Stories: The Magnificent Ambersons / Alice Adams / In the Arena: Stories of Political Life,New,24.54,Booth Tarkington,Library of America,1598536206
Sidewalks: Portraits of Chicago,Very Good,6.19,Rick Kogan,Northwestern University Press,0810151936
Jerusalem,New,10.06,Selma Lagerlöf,Createspace Independent Publishing Platform,1546427953
The Narnia Cookbook: Foods from C.S. Lewis's Chronicles of Narnia,,0.0,Douglas Gresham,HarperCollins Publishers,B00ULLAY22
My Life: The Story of a Provincial,New,12.3,Anton Chekhov,Tark Classic Fiction,1604502371
Foghorn (Classics Stories of Ray Bradbury),,0.0,Ray Bradbury,SRA/McGraw-Hill,0026877708
The Italian Twins,New,9.63,Lucy Fitch Perkins,Createspace Independent Publishing Platform,1978006128
The Arkansas Testament,Good,5.19,Derek Walcott,"Farrar, Strauss & Giroux-3pl",0374520992
Thankful's Inheritance,New,9.63,Joseph Crosby Lincoln,Createspace Independent Publishing Platform,1518807682
Selected Prose,Acceptable,5.29,John Donne,Penguin Group,0140432396
Faraon,New,20.1,Bolesław Prus,Hippocrene Books,0781814502
Hurry on Down,Acceptable,19.89,John Wain,Valancourt Books,1939140315
Tell About the South: The Southern Rage to Explain (Southern Literary Studies),Very Good,11.29,Fred Hobson,LSU Press,0807111317
The Little Colonel's Knight Comes Riding,New,9.63,Annie Fellows Johnston,Createspace Independent Publishing Platform,1511471581
Rose o' the River,New,9.63,Kate Douglas Wiggin,Createspace Independent Publishing Platform,1515281965
One,New,23.06,David Karp,Valancourt Books,1943910847
The Bambi Book,,0.0,Walt Disney Company,D.C.Heath And Company,B000KYAZ38
White Shadows in the South Seas,Good,10.29,Frederick O'Brien,Cosimo Classics,1596058579
La Rôtisserie de la Reine Pédauque,Good,16.69,Anatole France,Wildside Press,1434476197
Le Vicomte de Bragelonne,New,11.58,Alexandre Dumas,Createspace Independent Publishing Platform,1512270016
Christina Alberta's Father,Good,5.59,H.G. Wells,Random House (UK),0701205792
The Maltese Cat,New,10.94,Rudyard Kipling,Lulu.com,1008974757
Mark Twain: Greenwich Unabridged Library Classics,Very Good,6.19,Mark Twain,Random House Value Publishing,0517387735
His Last Bow & The Case-Book of Sherlock Holmes,New,16.87,Arthur Conan Doyle,Wordsworth Editions,1840228083
Papa Goriot. Storia Parigina. Versione Italiana Di L ..... M,Very Good,15.99,Honoré de Balzac,,B002UPT8X8
